n,Row,Column,Field,Mean/s.d.,%SatPix,MaxCountRatio,Area,Circ.,AR,Solidity,Round,Mean-Cy3,IntDen-Cy3,Mean-FITC,IntDen-FITC,Mean-TL-Brightfield,IntDen-TL-Brightfield
4120,B,09,004,0.9881,0.0001907,0.408,90.7649,0.8693,1.8022,1,0.5549,191.9879,17425.7621,253.6003,23018.0013,1810.9623,164371.778
4121,B,09,004,0.9881,0.0001907,0.408,114.7224,0.825,1.8193,0.9836,0.5497,195.926,22477.1084,256.7757,29457.9271,1914.1444,219595.295
4122,B,09,004,0.9881,0.0001907,0.408,98.7051,0.7803,2.0863,0.9562,0.4793,189.9653,18750.546,245.7656,24258.3178,1845.8433,182194.14
4123,B,09,004,0.9881,0.0001907,0.408,141.1442,0.8076,1.8762,0.9717,0.533,193.1203,27257.8028,253.7575,35816.3972,1830.192,258320.96
4124,B,09,004,0.9881,0.0001907,0.408,102.6752,0.8348,1.7187,0.9791,0.5818,199.7853,20513.0001,262.9533,26998.7875,1782.708,183039.91
4125,B,09,004,0.9881,0.0001907,0.408,66.9442,0.8548,1.5802,0.9598,0.6329,201.5031,13489.4685,291.5072,19514.7233,1902.9243,127389.812
4126,B,09,004,0.9881,0.0001907,0.408,48.5996,0.972,1.2064,1.026,0.8289,191.769,9319.8968,264.031,12831.7996,1855.6845,90185.5196
4127,B,09,004,0.9881,0.0001907,0.408,116.9128,0.8927,1.2714,0.9716,0.7866,198.1909,23171.0558,259.6534,30356.8143,1889.2283,220875.039
4128,B,09,004,0.9881,0.0001907,0.408,77.8963,0.8687,1.109,0.9693,0.9017,192.2583,14976.2055,254.9367,19858.6168,1910.6221,148830.311
4129,B,09,004,0.9881,0.0001907,0.408,101.58,0.8203,2.0113,0.994,0.4972,195.9663,19906.2581,267.4367,27166.2165,1840.058,186913.093
4130,B,09,004,0.9881,0.0001907,0.408,114.0379,0.8089,1.8592,0.9525,0.5379,193.7755,22097.7577,249.0744,28403.9319,1793.4406,204520.247
4131,B,09,004,0.9881,0.0001907,0.408,141.9656,0.8259,1.8523,0.9751,0.5399,188.3915,26745.1113,241.1572,34236.0205,1766.6162,250798.7
4132,B,09,004,0.9881,0.0001907,0.408,99.3896,0.8013,1.776,0.9791,0.5631,191.2769,19010.9303,254.478,25292.4625,1865.4063,185401.987
4133,B,09,004,0.9881,0.0001907,0.408,98.7051,0.8733,1.2645,0.9556,0.7908,188.1456,18570.9328,246.9612,24376.3259,1768.9903,174608.359
4134,B,09,004,0.9881,0.0001907,0.408,84.8782,0.7567,2.2685,0.9451,0.4408,195.9952,16635.7106,268.1677,22761.5871,1882.0839,159747.834
4135,B,09,004,0.9881,0.0001907,0.408,80.2236,0.6565,2.8772,0.9354,0.3476,195.1587,15656.326,263.8771,21169.1631,1905.7526,152886.256
4136,B,09,004,0.9881,0.0001907,0.408,129.3708,0.8962,1.546,0.9697,0.6468,192.7228,24932.6886,259.1915,33531.8055,1789.7841,231545.73
4137,B,09,004,0.9881,0.0001907,0.408,114.3117,0.7612,2.0934,0.9818,0.4777,194.8659,22275.4543,256.594,29331.7051,1918.2335,219276.591
4138,B,09,004,0.9881,0.0001907,0.408,56.9505,0.911,1.4347,1.0024,0.697,191.5481,10908.7614,251.1154,14301.1502,1817.0841,103483.875
4139,B,09,004,0.9881,0.0001907,0.408,42.0284,0.7332,2.289,0.9731,0.4369,190.2834,7997.3033,254.7231,10705.6014,1911.2117,80325.1405
4140,B,09,004,0.9881,0.0001907,0.408,48.7365,0.9353,1.2595,0.9674,0.7939,192.8174,9397.2455,261.3343,12736.517,1811.6854,88295.2006
4141,B,09,004,0.9881,0.0001907,0.408,40.3856,0.9502,1.3677,1.0103,0.7312,192.5932,7777.9891,248.1017,10019.731,1862.0034,75198.0883
4142,B,09,004,0.9881,0.0001907,0.408,88.1638,0.7739,1.7355,0.9555,0.5762,191.4891,16882.4049,254.163,22407.9737,1908.9938,168304.101
4143,B,09,004,0.9881,0.0001907,0.408,42.7129,0.9002,1.2388,0.9765,0.8073,192.4327,8219.3555,250.8942,10716.4165,1816.3622,77582.0697
4144,B,09,004,0.9881,0.0001907,0.408,88.9852,0.9154,1.43,1.0085,0.6993,198.0738,17625.6365,267.8354,23833.3794,1900.2646,169095.385
4145,B,09,004,0.9881,0.0001907,0.408,94.5981,0.8541,1.0855,0.9551,0.9213,193.3401,18289.6028,264.7525,25045.0837,1952.8205,184733.093
4146,B,09,004,0.9881,0.0001907,0.408,43.3974,0.6755,2.6316,0.9814,0.38,197.7476,8581.7306,273.0536,11849.8139,1802.5268,78224.9533
4147,B,09,004,0.9881,0.0001907,0.408,82.5509,0.6306,3.0488,0.9587,0.328,189.4892,15642.4991,251.7264,20780.2295,1802.3566,148786.092
4148,B,09,004,0.9881,0.0001907,0.408,55.9922,0.7393,2.2931,0.9703,0.4361,198.6724,11124.1055,270.1296,15125.153,1786.3032,100019.066
4149,B,09,004,0.9881,0.0001907,0.408,63.9324,0.7994,1.322,0.9739,0.7564,196.7452,12578.3972,278.4882,17804.4282,1926.0257,123135.499
4150,B,09,004,0.9881,0.0001907,0.408,77.0749,0.8724,1.6323,1.0072,0.6126,195.357,15057.1135,266.0817,20508.2086,1793.7052,138249.563
4151,B,09,004,0.9881,0.0001907,0.408,48.1889,0.9067,1.4321,0.9697,0.6983,191.5653,9231.3224,257.7926,12422.7415,1782.2415,85884.2499
4152,B,09,004,0.9881,0.0001907,0.408,53.1173,0.9159,1.0558,0.9911,0.9472,190.2835,10107.3472,250.0722,13283.1598,1831.0619,97261.0733
4153,B,09,004,0.9881,0.0001907,0.408,74.3368,0.8824,1.5556,0.9972,0.6428,191.3867,14227.0872,255.0203,18957.4023,1914.0718,142286.067
4154,B,09,004,0.9881,0.0001907,0.408,53.6649,0.9526,1.2272,0.9763,0.8149,191.023,10251.2294,255.1684,13693.5868,1770.8495,95032.4738
4155,B,09,004,0.9881,0.0001907,0.408,95.2826,0.79,1.9487,0.9748,0.5132,197.0963,18779.8427,259.8276,24757.0455,1847.3376,176019.116
4156,B,09,004,0.9881,0.0001907,0.408,48.1889,0.9536,1.0787,0.9986,0.927,193.8665,9342.2116,260.5142,12553.892,1929.0256,92957.6132
4157,B,09,004,0.9881,0.0001907,0.408,20.6719,0.9222,1.3706,0.9934,0.7296,195.543,4042.2544,263.5894,5448.9047,1906.5232,39411.5353
4158,B,09,005,0.9387,0.00009537,0.5692,106.9191,0.9753,1.1271,1.0006,0.8872,193.6722,20707.2616,255.9795,27369.1027,1499.7414,160351.017
4159,B,09,005,0.9387,0.00009537,0.5692,85.6996,0.8514,1.8191,1.0081,0.5497,190.8291,16353.9698,254.4521,21806.4339,1598.3259,136975.843
4160,B,09,005,0.9387,0.00009537,0.5692,125.9483,0.9295,1.4276,0.9946,0.7005,192.5728,24254.2108,259.4957,32683.0238,1617.713,203748.13
4161,B,09,005,0.9387,0.00009537,0.5692,104.4549,0.9786,1.12,0.9974,0.8929,189.8139,19826.9929,250.3997,26155.4818,1727.0341,180397.187
4162,B,09,005,0.9387,0.00009537,0.5692,120.0615,0.8387,1.6939,0.9793,0.5904,197.0593,23659.2422,256.7503,30825.8347,1621.7811,194713.533
4163,B,09,005,0.9387,0.00009537,0.5692,98.9789,0.9422,1.3536,1.0014,0.7388,191.7165,18975.8839,255.4205,25281.2367,1688.2697,167103.075
4164,B,09,005,0.9387,0.00009537,0.5692,125.9483,0.935,1.4059,0.9967,0.7113,192.6783,24267.4901,250.6217,31565.3699,1804.2435,227241.312
4165,B,09,005,0.9387,0.00009537,0.5692,121.0198,0.8529,1.225,0.95,0.8163,212.3201,25694.9493,303.4253,36720.4866,1707.7296,206669.171
4166,B,09,005,0.9387,0.00009537,0.5692,84.6044,0.9415,1.1513,1.0032,0.8686,191.6748,16216.5219,255.1214,21584.3817,1550.0307,131139.373
4167,B,09,005,0.9387,0.00009537,0.5692,78.4439,0.9782,1.1859,1.0151,0.8432,192.7033,15116.3913,264.6527,20760.3789,1588.9791,124645.646
4168,B,09,005,0.9387,0.00009537,0.5692,107.056,0.9647,1.2696,0.9861,0.7877,192.2775,20584.4621,255.9693,27403.054,1739.6432,186239.269
4169,B,09,005,0.9387,0.00009537,0.5692,102.8121,0.8976,1.1868,0.9785,0.8426,190.4341,19578.9296,255.9241,26312.0957,1586.0839,163068.624
4170,B,09,005,0.9387,0.00009537,0.5692,117.0497,0.9208,1.559,1.0006,0.6414,210.9439,24690.9227,318.014,37223.4582,1727.7123,202228.263
4171,B,09,005,0.9387,0.00009537,0.5692,91.5863,0.9732,1.0828,0.9882,0.9235,193.6428,17735.0198,264.2885,24205.2005,1562.1196,143068.726
4172,B,09,005,0.9387,0.00009537,0.5692,86.521,0.8596,1.2834,0.9898,0.7792,188.5759,16315.7746,250.9003,21708.1395,1803.7611,156063.163
4173,B,09,005,0.9387,0.00009537,0.5692,71.4619,0.9518,1.3356,1.0019,0.7487,194.3908,13891.5446,263.9885,18865.1315,1645.1513,117565.711
4174,B,09,005,0.9387,0.00009537,0.5692,79.4022,0.938,1.1429,0.9831,0.8749,192.7293,15303.1233,260.4586,20680.9768,1780.3707,141365.276
4175,B,09,005,0.9387,0.00009537,0.5692,150.4534,0.8211,1.9364,0.9986,0.5164,193.0136,29039.5599,260.8462,39245.2015,1575.2903,237007.778
4176,B,09,005,0.9387,0.00009537,0.5692,59.1409,0.9626,1.1569,0.9675,0.8644,196.8657,11642.8207,275.1505,16272.651,1700.3426,100559.822
4177,B,09,005,0.9387,0.00009537,0.5692,122.2519,0.914,1.5211,0.9878,0.6574,200.8343,24552.3796,263.5879,32224.134,1568.6965,191776.201
4178,B,09,005,0.9387,0.00009537,0.5692,60.2361,0.9544,1.3186,0.9977,0.7584,191.6455,11543.9787,257.45,15507.7892,1600.7023,96420.0949
4179,B,09,005,0.9387,0.00009537,0.5692,90.3542,0.8944,1.62,1.0023,0.6173,192.1136,17358.2702,260.8288,23566.9714,1806.5227,163226.881
4180,B,09,005,0.9387,0.00009537,0.5692,79.2653,0.9797,1.1135,1.0035,0.8981,208.7772,16548.7789,311.5181,24692.5655,1680.2677,133186.854
4181,B,09,005,0.9387,0.00009537,0.5692,99.5265,0.9087,1.4679,1.0028,0.6812,195.5818,19465.5761,256.4223,25520.8121,1627.0825,161937.828
4182,B,09,005,0.9387,0.00009537,0.5692,113.4903,0.9013,1.5856,0.9875,0.6307,199.3872,22628.5201,260.6454,29580.7267,1595.8516,181113.723
4183,B,09,005,0.9387,0.00009537,0.5692,83.6461,0.8676,1.7558,1.0008,0.5696,195.9231,16388.1949,267.8756,22406.7416,1564.5008,130864.341
4184,B,09,005,0.9387,0.00009537,0.5692,139.3645,0.9214,1.4945,1.0084,0.6691,195.9509,27308.5928,256.1238,35694.556,1776.2122,247540.885
4185,B,09,005,0.9387,0.00009537,0.5692,59.5516,0.9108,1.4754,0.9989,0.6778,211.9379,12621.2469,295.9678,17625.3627,1577.2437,93927.4148
4186,B,09,005,0.9387,0.00009537,0.5692,77.6225,0.9145,1.4377,0.9965,0.6955,193.7637,15040.4117,269.0688,20885.7796,1617.9101,125586.151
4187,B,09,005,0.9387,0.00009537,0.5692,78.0332,0.906,1.4291,0.9991,0.6997,192.6053,15029.5966,261.2596,20386.915,1682.9035,131322.272
4188,B,09,005,0.9387,0.00009537,0.5692,62.5634,0.9676,1.0567,1,0.9464,200.7637,12560.4632,282.6543,17683.8191,1624.5142,101635.174
4189,B,09,005,0.9387,0.00009537,0.5692,104.7287,0.9167,1.5357,0.9993,0.6512,194.6366,20384.0401,253.6588,26565.3612,1709.4915,179032.839
4190,B,09,005,0.9387,0.00009537,0.5692,99.5265,0.939,1.2763,0.9905,0.7835,192.1912,19128.117,257.4237,25620.4755,1784.0729,177562.53
4191,B,09,005,0.9387,0.00009537,0.5692,97.7468,0.894,1.6189,0.9958,0.6177,194.9412,19054.8753,258.6457,25281.7843,1694.7661,165657.956
4192,B,09,005,0.9387,0.00009537,0.5692,49.0103,0.9383,1.3016,0.9702,0.7683,191.2961,9375.4784,254.6006,12478.0493,1648.838,80810.0412
4193,B,09,005,0.9387,0.00009537,0.5692,106.5084,0.9309,1.3961,0.9923,0.7163,197.9126,21079.3566,271.4961,28916.6234,1761.5129,187615.939
4194,B,09,005,0.9387,0.00009537,0.5692,72.1464,0.9429,1.4169,1.0096,0.7058,193.1708,13936.5848,269.9317,19474.6115,1566.9412,113049.234
4195,B,09,005,0.9387,0.00009537,0.5692,50.3793,0.7299,2.4008,0.9774,0.4165,193.2989,9738.2641,278.3397,14022.5581,1613.5652,81290.2874
4196,B,09,005,0.9387,0.00009537,0.5692,60.5099,0.8775,1.6819,0.963,0.5946,199.3054,12059.9558,282.776,17110.7545,1665.8281,100799.124
4197,B,09,005,0.9387,0.00009537,0.5692,66.1228,0.9728,1.1565,0.999,0.8647,191.8509,12685.727,256.9793,16992.1989,1732.7412,114573.756
4198,B,09,005,0.9387,0.00009537,0.5692,58.8671,0.9774,1.1237,1.0202,0.8899,193.9349,11416.3876,264.3628,15562.2755,1470.7907,86581.2092
4199,B,09,005,0.9387,0.00009537,0.5692,86.2472,0.8522,1.5778,0.9921,0.6338,192.7667,16625.58,257.7508,22230.2772,1575.0159,135840.666
4200,B,09,005,0.9387,0.00009537,0.5692,99.5265,0.874,1.5894,0.9831,0.6292,198.1678,19722.9486,276.5846,27527.4964,1555.8803,154851.322
4201,B,09,005,0.9387,0.00009537,0.5692,98.0206,0.9368,1.3197,0.9917,0.7578,189.2165,18547.1122,253.0866,24807.6986,1731.7193,169744.155
4202,B,09,005,0.9387,0.00009537,0.5692,90.4911,0.9617,1.1034,0.9962,0.9063,192.0847,17381.954,259.5946,23490.9918,1589.764,143859.462
4203,B,09,005,0.9387,0.00009537,0.5692,90.3542,0.9184,1.3607,1.0099,0.7349,191.3727,17291.326,255.5409,23089.1895,1542.2561,139349.283
4204,B,09,005,0.9387,0.00009537,0.5692,83.2354,0.8916,1.535,0.9822,0.6515,191.7697,15962.0243,262.1036,21816.2907,1727.2434,143767.739
4205,B,09,005,0.9387,0.00009537,0.5692,136.0789,0.7761,2.2728,0.9827,0.44,196.6207,26755.9264,254.9225,34689.5711,1704.6751,231970.258
4206,B,09,005,0.9387,0.00009537,0.5692,85.2889,0.9058,1.4993,0.9889,0.667,193.7207,16522.2202,265.7624,22666.5783,1538.764,131239.447
4207,B,09,005,0.9387,0.00009537,0.5692,88.1638,0.928,1.4047,1.0016,0.7119,197.2624,17391.4001,275.4891,24288.1621,1606.4099,141627.166
4208,B,09,005,0.9387,0.00009537,0.5692,89.5328,0.9633,1.2784,1.0235,0.7823,190.4954,17055.5837,252.2049,22580.605,1711.1131,153200.716
4209,B,09,005,0.9387,0.00009537,0.5692,69.5453,0.7777,1.5447,0.9063,0.6474,194.0295,13493.8493,266.5413,18536.7078,1556.8937,108274.7
4210,B,09,005,0.9387,0.00009537,0.5692,20.2612,0.9608,1.084,0.9737,0.9225,188.1959,3813.0833,253.7838,5141.9743,1566.7162,31743.6141
4211,B,09,005,0.9387,0.00009537,0.5692,139.7752,0.7867,2.1713,0.9822,0.4605,194.1175,27132.8129,251.8678,35204.8637,1595.6895,223037.789
4212,B,09,005,0.9387,0.00009537,0.5692,82.8247,0.9648,1.1821,0.9959,0.846,197.9554,16395.5875,278.5207,23068.3806,1708.1917,141480.409
4213,B,09,005,0.9387,0.00009537,0.5692,119.6508,0.7472,1.7724,0.9403,0.5642,190.2529,22763.9144,249.3776,29838.2361,1607.5092,192339.819
4214,B,09,005,0.9387,0.00009537,0.5692,134.0254,0.896,1.4299,0.9854,0.6994,192.7865,25838.2839,260.6027,34927.3669,1579.9101,211748.034
4215,B,09,005,0.9387,0.00009537,0.5692,74.6106,0.9659,1.1928,1.0065,0.8384,197.4037,14728.416,261.1211,19482.4149,1595.0661,119008.914
4216,B,09,005,0.9387,0.00009537,0.5692,77.6225,0.8966,1.5702,0.9844,0.6368,195.6843,15189.4961,267.5503,20767.9084,1697.2963,131748.306
4217,B,09,005,0.9387,0.00009537,0.5692,83.0985,0.9234,1.3307,0.983,0.7515,186.1664,15470.1416,242.5453,20155.1428,1738.3443,144453.746
4218,B,09,005,0.9387,0.00009537,0.5692,93.5029,0.9289,1.4198,0.9827,0.7043,191.9649,17949.2687,258.2167,24144.0061,1755.2357,164119.608
4219,B,09,005,0.9387,0.00009537,0.5692,73.9261,0.9802,1.0438,0.9926,0.958,192.4593,14227.7717,261.113,19303.0755,1525.2722,112757.5
4220,B,09,005,0.9387,0.00009537,0.5692,118.8294,0.8941,1.6099,1,0.6212,196.3963,23337.6635,268.8698,31949.649,1558.0565,185142.972
4221,B,09,005,0.9387,0.00009537,0.5692,58.1826,0.9619,1.1105,0.9849,0.9005,194.8259,11335.4796,259.5976,15104.0703,1586.8682,92328.1458
4222,B,09,005,0.9387,0.00009537,0.5692,30.8026,0.9653,1.2139,1.0045,0.8238,190.3244,5862.4804,255.9111,7882.7178,1598.4578,49236.5942
4223,B,09,005,0.9387,0.00009537,0.5692,53.2542,0.9786,1.1017,0.9774,0.9077,206.9974,11023.4838,301.1285,16036.3612,1719.6967,91581.081
4224,B,09,005,0.9387,0.00009537,0.5692,104.4549,0.9626,1.269,0.9922,0.788,196.8598,20562.9687,264.9777,27678.2236,1753.076,183117.396
4225,B,09,005,0.9387,0.00009537,0.5692,88.4376,0.9294,1.4507,0.9923,0.6893,196.6656,17392.6322,267.8947,23691.9614,1803.2802,159477.73
4226,B,09,005,0.9387,0.00009537,0.5692,54.3494,0.9018,1.5447,1.0038,0.6474,212.5088,11549.7285,324.204,17620.2973,1618.0932,87942.4086
4227,B,09,005,0.9387,0.00009537,0.5692,93.9136,0.9112,1.5959,1.0051,0.6266,191.6808,18001.4277,256.5204,24090.7519,1561.9913,146692.203
4228,B,09,005,0.9387,0.00009537,0.5692,90.3542,0.8825,1.1206,1.0046,0.8924,191.2,17275.7194,255.1803,23056.6072,1596.2955,144231.968
4229,B,09,005,0.9387,0.00009537,0.5692,84.1937,0.9254,1.4745,0.9895,0.6782,189.8862,15987.214,252.0585,21221.7328,1523.0764,128233.391
4230,B,09,005,0.9387,0.00009537,0.5692,37.7845,0.9584,1.2218,0.9805,0.8185,190.9094,7213.4123,254.7464,9625.4583,1618.8841,61168.6851
4231,B,09,005,0.9387,0.00009537,0.5692,80.7712,0.9328,1.4701,0.9975,0.6802,194.3712,15699.5865,266.478,21523.7348,1557.6746,125815.185
4232,B,09,005,0.9387,0.00009537,0.5692,96.5147,0.7991,1.7506,0.9704,0.5712,189.6837,18307.2629,255.2227,24632.7401,1558.2482,150393.849
4233,B,09,005,0.9387,0.00009537,0.5692,98.2944,0.9351,1.3026,0.9951,0.7677,189.6852,18644.9959,248.9415,24469.5549,1797.7326,176707.04
4234,B,09,005,0.9387,0.00009537,0.5692,98.0206,0.7848,1.635,0.9483,0.6116,191.1425,18735.8977,256.352,25127.7715,1572.8534,154172.023
4235,B,09,005,0.9387,0.00009537,0.5692,96.104,0.8975,1.6587,0.9957,0.6029,192.8333,18532.0532,262.3034,25208.4057,1663.2308,159843.117
4236,B,09,005,0.9387,0.00009537,0.5692,111.8475,0.864,1.5688,0.9891,0.6374,191.3562,21402.715,248.4162,27784.732,1607.4712,179791.677
4237,B,09,005,0.9387,0.00009537,0.5692,41.0701,0.93,1.4207,0.9852,0.7039,199.24,8182.8032,278.77,11449.1068,1531.5667,62901.5688
4238,B,09,005,0.9387,0.00009537,0.5692,97.0623,0.9616,1.2981,0.9937,0.7703,204.8068,19879.015,255.3315,24783.0566,1663.6883,161481.402
4239,B,09,005,0.9387,0.00009537,0.5692,145.7988,0.89,1.5941,0.9944,0.6273,188.5634,27492.313,246.8376,35988.6178,1795.0451,261715.402
4240,B,09,005,0.9387,0.00009537,0.5692,78.9915,0.8743,1.6761,0.9838,0.5966,195.2426,15422.5003,271.8267,21471.9865,1592.9827,125832.024
4241,B,09,005,0.9387,0.00009537,0.5692,47.2306,0.9551,1.2792,1.0015,0.7817,195.6406,9240.2209,261.0957,12331.7029,1662.5246,78522.0269
4242,B,09,005,0.9387,0.00009537,0.5692,88.7114,0.8883,1.7189,0.9992,0.5818,200.713,17805.5234,274.9228,24388.7838,1674.3318,148532.279
4243,B,09,005,0.9387,0.00009537,0.5692,43.1236,0.9103,1.5292,0.9937,0.6539,188.2794,8119.2814,249.0222,10738.7313,1750.1619,75473.2578
4244,B,09,005,0.9387,0.00009537,0.5692,84.6044,0.9289,1.4078,0.9912,0.7104,201.7735,17070.9165,258.9142,21905.2759,1565.3625,132436.503
4245,B,09,005,0.9387,0.00009537,0.5692,92.5446,0.8284,1.3756,0.9713,0.7269,192.105,17778.2803,256.7411,23760.0008,1569.7041,145267.619
4246,B,09,005,0.9387,0.00009537,0.5692,90.4911,0.8339,1.7212,0.9594,0.581,192.528,17422.0657,256.8926,23246.4879,1578.9985,142885.28
4247,B,09,005,0.9387,0.00009537,0.5692,71.325,0.9709,1.1891,1.0068,0.841,192.3378,13718.5026,255.0192,18189.2549,1650.5259,117723.831
4248,B,09,005,0.9387,0.00009537,0.5692,134.7099,0.7557,2.2631,0.9572,0.4419,195.4299,26326.3334,270.065,36380.4264,1632.4431,219906.195
4249,B,09,005,0.9387,0.00009537,0.5692,72.2833,0.8999,1.6113,0.9944,0.6206,195.0019,14095.3891,272.4167,19691.1878,1553.2746,112275.885
4250,B,09,005,0.9387,0.00009537,0.5692,81.3188,0.9391,1.0912,0.9975,0.9164,197.6801,16075.104,286.4562,23294.2661,1688.963,137344.378
4251,B,09,005,0.9387,0.00009537,0.5692,125.6745,0.954,1.332,1.0116,0.7507,197.9118,24872.4524,247.3878,31090.326,1635.1688,205498.947
4252,B,09,005,0.9387,0.00009537,0.5692,98.7051,0.7842,1.778,0.9524,0.5624,196.5978,19405.2031,271.5243,26800.8297,1561.3384,154112.061
4253,B,09,005,0.9387,0.00009537,0.5692,114.0379,0.9504,1.4133,0.9958,0.7076,199.1116,22706.2794,255.8463,29176.1864,1584.479,180690.701
4254,B,09,005,0.9387,0.00009537,0.5692,108.9726,0.8598,1.8519,0.9851,0.54,195.6884,21324.6818,262.3706,28591.2115,1523.6508,166036.211
4255,B,09,005,0.9387,0.00009537,0.5692,86.6579,0.8681,1.7658,1.0128,0.5663,196.139,16996.9904,273.5071,23701.5444,1625.0616,140824.383
4256,B,09,005,0.9387,0.00009537,0.5692,54.0756,0.9859,1.1994,0.9729,0.8338,191.1544,10336.7921,258.3165,13968.6194,1574.3848,85135.8161
4257,B,09,005,0.9387,0.00009537,0.5692,95.5564,0.7999,1.3798,0.9388,0.7248,192.6547,18409.3905,259.235,24771.5569,1551.3968,148245.884
4258,B,09,005,0.9387,0.00009537,0.5692,124.4423,0.7867,1.97,0.9827,0.5076,207.297,25796.5293,304.8636,37937.9408,1675.8482,208546.484
4259,B,09,005,0.9387,0.00009537,0.5692,84.8782,0.8699,1.4184,0.9896,0.705,190.5097,16170.1127,255.2452,21664.7421,1638.4387,139067.679
4260,B,09,005,0.9387,0.00009537,0.5692,43.945,0.7752,1.561,0.9511,0.6406,186.9377,8214.9747,244.5171,10745.3025,1744.8224,76676.2006
4261,B,09,005,0.9387,0.00009537,0.5692,124.5792,0.7959,1.8689,0.9484,0.5351,196.0747,24426.8421,264.0308,32892.755,1726.722,215113.728
4262,B,09,005,0.9387,0.00009537,0.5692,88.9852,0.8622,1.4852,0.9448,0.6733,191.9846,17083.7852,257.5908,22921.7604,1579.7431,140573.719
4263,B,09,005,0.9387,0.00009537,0.5692,120.3353,0.8647,1.3463,0.9854,0.7428,202.0193,24310.0661,256.1889,30828.5727,1571.1115,189060.236
4264,B,09,005,0.9387,0.00009537,0.5692,83.5092,0.8085,1.83,0.9768,0.5464,197.4262,16486.9,276.1738,23063.0415,1706.9836,142548.779
4265,B,09,005,0.9387,0.00009537,0.5692,111.9844,0.7601,2.0585,0.9686,0.4858,204.2176,22869.1907,262.5061,29396.5958,1596.8655,178824.066
4266,B,09,005,0.9387,0.00009537,0.5692,99.6634,0.949,1.272,0.9898,0.7861,201.3008,20062.3244,260.6277,25975.0473,1777.7843,177180.031
4267,B,09,005,0.9387,0.00009537,0.5692,101.58,0.7844,2.1755,0.9802,0.4597,204.1873,20741.3498,270.252,27452.2012,1713.217,174028.586
4268,B,09,005,0.9387,0.00009537,0.5692,45.4509,0.9425,1.229,1,0.8136,189.9337,8632.6575,249.3705,11334.1106,1713.4217,77876.5422
4269,B,09,005,0.9387,0.00009537,0.5692,94.5981,0.7711,1.7256,0.9518,0.5795,188.8379,17863.706,252.4906,23885.1277,1720.2287,162730.344
4270,B,09,005,0.9387,0.00009537,0.5692,94.1874,0.8802,1.5275,0.9801,0.6546,199.4622,18786.8246,266.5015,25101.0759,1571.6047,148025.338
4271,B,09,005,0.9387,0.00009537,0.5692,74.3368,0.8995,1.4638,0.9837,0.6832,198.2873,14740.0525,287.1344,21344.6693,1651.4991,122767.237
4272,B,09,005,0.9387,0.00009537,0.5692,73.7892,0.8883,1.4707,0.9899,0.68,191.1651,14105.9304,256.0019,18890.1843,1664.8683,122849.377
4273,B,09,005,0.9387,0.00009537,0.5692,76.8011,0.8888,1.5397,1,0.6495,190.2763,14613.4197,253.0392,19433.6784,1606.8984,123411.49
4274,B,09,005,0.9387,0.00009537,0.5692,141.0073,0.7799,1.7788,0.9229,0.5622,196.6534,27729.5612,277.3068,39102.2776,1630.5981,229926.2
4275,B,09,005,0.9387,0.00009537,0.5692,42.1653,0.9711,1.0532,0.9701,0.9495,191.1688,8060.6881,253.4351,10686.1616,1496.9675,63120.0616
4276,B,09,005,0.9387,0.00009537,0.5692,20.535,0.9195,1.1413,0.9804,0.8762,190.0333,3902.3423,248.76,5108.2968,1636.4533,33604.6364
4277,B,09,005,0.9387,0.00009537,0.5692,28.6122,0.9062,1.5001,0.9744,0.6666,193.1818,5527.3486,260.2201,7445.4583,1659.9522,47494.812
4278,B,09,005,0.9387,0.00009537,0.5692,96.9254,0.8296,1.76,0.9633,0.5682,188.9364,18312.7389,252.7048,24493.5125,1608.3616,155891.08
4279,B,09,005,0.9387,0.00009537,0.5692,54.2125,0.875,1.513,1.0013,0.661,192.0682,10412.4979,259.6439,14075.9493,1609.1111,87233.9497
4280,B,09,005,0.9387,0.00009537,0.5692,121.5674,0.8108,2.0406,0.9668,0.4901,195.223,23732.7577,256.9797,31240.3687,1554.8345,189017.25
4281,B,09,005,0.9387,0.00009537,0.5692,95.5564,0.9388,1.3295,0.9922,0.7521,191.3052,18280.4305,257.5903,24614.3954,1734.9928,165789.654
4282,B,09,005,0.9387,0.00009537,0.5692,102.1276,0.8902,1.4225,0.972,0.703,196.3083,20048.4975,260.9035,26645.4479,1687.8525,172376.337
4283,B,09,005,0.9387,0.00009537,0.5692,37.5107,0.9474,1.1831,1.0018,0.8453,198.1788,7433.8218,264.8577,9934.9898,1651.0511,61932.0411
4284,B,09,005,0.9387,0.00009537,0.5692,68.9977,0.7606,1.8668,0.9421,0.5357,191.5972,13219.7749,260.3333,17962.4111,1589.7044,109686.005
4285,B,09,005,0.9387,0.00009537,0.5692,84.1937,0.8524,1.8193,0.9801,0.5497,189.626,15965.3099,250.1024,21057.0418,1671.1171,140697.477
